#timestamp package-00 dram0 
3860.481867819 0 0 
3860.500067249 932615 141464 
3860.600104420 4899584 786098 
3860.700102307 4801624 772115 
3860.800106184 4803882 779091 
3860.900105604 4789843 771441 
3861.000107789 4840015 781524 
3861.100059871 4791491 772528 
3861.200102516 4782642 778877 
3861.300102773 4778796 779505 
3861.400110847 4739429 772619 
3861.500100874 4770923 778280 
3861.600054365 4773791 772406 
3861.700107925 4799427 779795 
3861.800115570 4774829 774501 
3861.900110586 4799243 783436 
3862.000100769 4749011 771258 
3862.100106266 4795459 778571 
3862.200102207 4788867 779367 
3862.300057571 4796497 778372 
3862.400100475 4724658 779321 
3862.500061308 4635913 779336 
3862.600099734 4581226 770324 
3862.700051957 4622486 774333 
3862.800066232 4574146 771212 
3862.900100255 4620350 778005 
3863.000099143 4625842 777118 
3863.100061341 4630360 774287 
3863.200064034 4588184 768641 
3863.300101770 4623035 777179 
3863.400137173 4619556 773920 
3863.500061410 4586048 767632 
3863.600063612 4627673 774838 
3863.700053042 4643726 767631 
3863.800099313 4633228 776949 
3863.900098983 4623401 775343 
3864.000051011 4572315 770248 
3864.100051780 4630237 776995 
3864.200099685 4621021 779245 
3864.300102864 4620533 770095 
3864.400099178 4627185 780575 
3864.500114606 4631031 778693 
3864.600051680 4586963 767265 
3864.700053498 4625416 776368 
3864.800099484 4617908 774853 
3864.900063205 4566516 766484 
3865.000062921 4615650 774930 
3865.100061560 4616505 774516 
3865.200062012 4582202 764036 
3865.300106639 4655567 773829 
3865.400064109 4626331 777959 
3865.500062226 4578479 771670 
3865.600100271 4623951 777837 
3865.700062995 4618701 778816 
3865.800101404 4575611 771579 
3865.900098997 4630726 777913 
3866.000069687 4647449 779153 
3866.100062600 4573841 770982 
3866.200050817 4628101 779107 
3866.300062552 4616077 777178 
3866.400063125 4583972 775802 
3866.500051667 4628528 779749 
3866.600052652 4577747 773278 
3866.700063318 4691700 782610 
3866.800099155 4620594 783192 
3866.900100234 4606677 782641 
3867.000069828 4571461 772481 
3867.100101704 4617542 780071 
3867.200102993 4661059 781157 
3867.300099958 4584522 774470 
3867.400065969 4623157 783835 
3867.500100997 4623951 781707 
3867.600061281 4588672 771717 
3867.700101658 4636158 779933 
3867.800099953 4618457 778265 
3867.900052378 4580616 771059 
3868.000100580 4603504 779275 
3868.100062940 4585010 773460 
3868.200102425 4636402 780071 
3868.300051217 4638660 777010 
3868.400069013 4631885 777960 
3868.500136182 4585743 769834 
3868.600063601 4624744 778908 
3868.700063386 4578784 768182 
3868.800099542 4623035 775894 
3868.900061376 4622608 777776 
3869.000062207 4569569 770446 
3869.100052241 4628406 778373 
3869.200062573 4635120 778234 
3869.300050651 4578174 772130 
3869.400050151 4633838 780514 
3869.500115479 4634632 779474 
3869.600051173 4579029 771900 
3869.700062652 4686816 779520 
3869.800101431 4621021 776903 
3869.900051344 4588062 771901 
3870.000101857 4633289 779795 
3870.100062634 4625660 778402 
3870.200062780 4575122 768688 
3870.300010780 4621814 780330 
3870.400050980 4628040 779795 
3870.500050403 4580067 774670 
3870.600062121 4633472 781019 
3870.700052011 4624439 780621 
3870.800100820 4572254 772390 
3870.900062280 4660266 782871 
3871.000126505 3224479 470046 
3871.100079030 4805164 876185 
3871.200079535 4351002 820142 
3871.300155580 3250602 580451 
